LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,,PARAM_TYPE,NOTE,M_E_APPENDIXB
Lymphocytes ascites,Lymphocytes,,ready,,51116,LYMPHOCYTES,,labevents,3346,HEMATOLOGY,,ASCITES,26482-0,,,Numeric with tag,,0
Lymphocytes pleural,Lymphocytes,,ready,,51446,LYMPHOCYTES,,labevents,2613,HEMATOLOGY,,PLEURAL,26481-2,,,Numeric with tag,,0
Lymphocytes body fluid,Lymphocytes,,ready,,51427,LYMPHOCYTES,,labevents,1969,HEMATOLOGY,,OTHER BODY FLUID,11031-2,,,,,0
Lymphocytes body fluid,Lymphocytes,,ready,,51375,LYMPHOCYTES,,labevents,683,HEMATOLOGY,,JOINT FLUID,26483-8,,,,,0
Lymphocytes atypical,Lymphocytes (atypical),,ready,,51143,ATYPICAL LYMPHOCYTES,,labevents,59335,HEMATOLOGY,,BLOOD,733-6,,,,,0
Lymphocytes atypical CSL,Lymphocytes (atypical),,ready,,51343,ATYPICAL LYMPHOCYTES,,labevents,310,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),30416-2,,,,,0
Lymphocytes atypical ascites,Lymphocytes (atypical),,verify,,51110,ATYPICAL LYMPHOCYTES,,labevents,160,HEMATOLOGY,,ASCITES,33369-0,,,,,0
Lymphocytes atypical pleural,Lymphocytes (atypical),,verify,,51440,ATYPICAL LYMPHOCYTES,,labevents,159,HEMATOLOGY,,PLEURAL,33370-8,,,,,0
Lymphocytes percent,Lymphocytes (percent),,ready,,51245,"LYMPHOCYTES, PERCENT",,labevents,2378,HEMATOLOGY,,BLOOD,26478-8,,,,,0
Magnesium,Magnesium,Mg,ready,,821,Magnesium (1.6-2.6),,chartevents,198212,Chemistry,,,,carevue,,,,1
Magnesium,Magnesium,Mg,ready,,1532,Magnesium,,chartevents,155337,Chemistry,,,,carevue,,,,1
Magnesium,Magnesium,Mg,ready,,220635,Magnesium,None,chartevents,147786,Labs,,,,metavision,,,,1
Magnesium,Magnesium,Mg,ready,,50960,MAGNESIUM,,labevents,664191,CHEMISTRY,,BLOOD,01/01/2003,,,,,0
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,52,Arterial BP Mean,,chartevents,2075364,,,,,carevue,,,,1
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,220052,Arterial Blood Pressure mean,mmHg,chartevents,1156173,Routine Vital Signs,,,,metavision,,,,1
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,225312,ART BP mean,mmHg,chartevents,87182,Routine Vital Signs,,,,metavision,,,,1
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,224,IABP Mean,,chartevents,30020,,,,,carevue,,,,1
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,6702,Arterial BP Mean #2,,chartevents,18946,,,,,carevue,,,,1
Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,224322,IABP Mean,mmHg,chartevents,8448,IABP,,,,metavision,,,,1
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,456,NBP Mean,,chartevents,1560440,,,,,carevue,,,,1
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,220181,Non Invasive Blood Pressure mean,mmHg,chartevents,1292916,Routine Vital Signs,,,,metavision,,Numeric,,1
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3312,BP Cuff [Mean],,chartevents,148028,,,,,carevue,,,,0
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3314,BP Left Arm [Mean],,chartevents,3746,,,,,carevue,,Numeric,,0
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3316,BP Left Leg [Mean],,chartevents,2047,,,,,carevue,,,,0
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3322,BP Right Leg [Mean],,chartevents,2032,,,,,carevue,,,,0
Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3320,BP Right Arm [Mean],,chartevents,2015,,,,,carevue,,,,0
Mean corpuscular hemoglobin,Mean corpuscular hemoglobin,MCH,ready,,51248,MCH,,labevents,748073,HEMATOLOGY,,BLOOD,785-6,,,Numeric with tag,,0
Mean corpuscular hemoglobin concentration,Mean corpuscular hemoglobin concentration,MCHC,ready,,51249,MCHC,,labevents,748226,HEMATOLOGY,,BLOOD,786-4,,,,,0
Mean corpuscular volume,Mean corpuscular volume,MCV,ready,,51250,MCV,,labevents,748056,HEMATOLOGY,,BLOOD,787-2,,,,,0
Monocytes,Monocytes,,ready,,51254,MONOCYTES,,labevents,172148,HEMATOLOGY,,BLOOD,742-7,,,,,0
Monocytes CSL,Monocytes,,ready,,51355,MONOCYTES,,labevents,4701,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),26486-1,,,Numeric,,0
Neutrophils,Neutrophils,,ready,,51256,NEUTROPHILS,,labevents,172149,HEMATOLOGY,,BLOOD,761-7,,,,,0
Oxygen saturation,Oxygen saturation,SaO2,ready,,834,SaO2,,chartevents,1716730,ABG's,,,,carevue,,,,1
Oxygen saturation,Oxygen saturation,SaO2,ready,,50817,OXYGEN SATURATION,,labevents,173419,BLOOD GAS,,BLOOD,20564-1,,,,,0
Oxygen saturation,Oxygen saturation,SaO2,ready,,8498,O2 sat [Post],,chartevents,1434,,,,,carevue,,,,0
Oxygen saturation,Oxygen saturation (arterial),SaO2,ready,,220227,Arterial O2 Saturation,%,chartevents,40009,Labs,,,,metavision,,Numeric,,1
Oxygen saturation,Pulse oximetry,SpO2,ready,,646,SpO2,,chartevents,3428011,,,,,carevue,,,,1
Oxygen saturation,Pulse oximetry,SpO2,ready,,220277,O2 saturation pulseoxymetry,%,chartevents,2671816,Respiratory,,,,metavision,,,,1
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide,PCO2 (Venous),ready,,226062,Venous CO2 Pressure,mmHg,chartevents,4312,Labs,,,,metavision,,,,1
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide,PaCO2,ready,,50818,PCO2,,labevents,490638,BLOOD GAS,,BLOOD,11557-6,,,Numeric,,0
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide,PaCO2,verify,,3835,pCO2,,chartevents,9486,ABG'S,,,,carevue,,,,0
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide,PaCO2,verify,,3836,pCO2 (other),,chartevents,8445,Other ABGs,,,,carevue,,Numeric,,0
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide,PaCO2,verify,,3784,PCO2,,chartevents,5314,ABG's,,,,carevue,,,,0
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide (arterial),PaCO2 (arterial),ready,,778,Arterial PaCO2,,chartevents,283616,ABG,,,,carevue,,,,1
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide (arterial),PaCO2 (arterial),ready,,220235,Arterial CO2 Pressure,mmHg,chartevents,140215,Labs,,,,metavision,,,,1
Partial pressure of carbon dioxide,Partial pressure of carbon dioxide (capillary),PaCO2 (capillary),verify,,4201,pCO2 (cap),,chartevents,8106,Other ABGs,,,,carevue,,,,0
Partial pressure of oxygen,Partial pressure of oxygen,PaO2,ready,,779,Arterial PaO2,,chartevents,283452,ABG,,,,carevue,,Text,,1
Partial pressure of oxygen,Partial pressure of oxygen,PaO2,ignore,,490,PAO2,,chartevents,1467,,,,,carevue,,,,0
Partial thromboplastin time,Partial thromboplastin time,PTT,ready,,825,PTT(22-35),,chartevents,146486,Coags,,,,carevue,,Text,,1
Partial thromboplastin time,Partial thromboplastin time,PTT,ready,,1533,PTT,,chartevents,115354,Coags,,,,carevue,,,,1
Partial thromboplastin time,Partial thromboplastin time,PTT,ready,,227466,PTT,None,chartevents,99769,Labs,,,,metavision,,,,1
Partial thromboplastin time,Partial thromboplastin time,PTT,ready,,51275,PTT,,labevents,474937,HEMATOLOGY,,BLOOD,02/01/1973,,,Text,,0
Peak inspiratory pressure,Peak inspiratory pressure,,ready,,535,Peak Insp. Pressure,,chartevents,236155,,,,,carevue,,,,1
Peak inspiratory pressure,Peak inspiratory pressure,PIP,verify,,507,PIP,,chartevents,151276,,,,,carevue,,,,0
Peak inspiratory pressure,Peak inspiratory pressure,Peak Insp. Pressure,ready,,224695,Peak Insp. Pressure,cmH2O,chartevents,454192,Respiratory,,,,metavision,,Numeric,,1
pH,pH,,ready,,50820,PH,,labevents,530795,BLOOD GAS,,BLOOD,11558-4,,,,,0
pH,pH,,ready,,3839,ph (other),,chartevents,8403,Other ABGs,,,,carevue,,,,0
pH,pH,,ready,,1673,PH,,chartevents,1845,,,,,carevue,,,,0
pH,pH,,ready,,50831,PH,,labevents,1442,BLOOD GAS,,OTHER BODY FLUID,02/01/1948,,,,,0
pH,pH (arterial),,ready,,780,Arterial pH,,chartevents,284506,ABG,,,,carevue,,Numeric,,1
pH,pH (arterial),,ready,,1126,Art.pH,,chartevents,267317,ABG,,,,carevue,,Numeric,,1
pH,pH (arterial),,ready,,223830,PH (Arterial),None,chartevents,144429,Labs,,,,metavision,,Numeric,,1
pH,pH (arterial),,ready,,4753,pH (Art),,chartevents,10407,ABG,,,,carevue,,,,0
pH,pH (capillary),,ready,,4202,pH (cap),,chartevents,8064,Other ABGs,,,,carevue,,Numeric,,0
pH,pH (venous),,ready,,860,Venous pH,,chartevents,11166,VBG's,,,,carevue,,Numeric,,1
pH,pH (venous),,ready,,220274,PH (Venous),None,chartevents,8764,Labs,,,,metavision,,Numeric,,1
pH urine,pH,,ready,,51491,PH,,labevents,116089,HEMATOLOGY,,URINE,03/01/2002,,,,,0
pH urine,pH,,ready,,51094,PH,,labevents,1157,CHEMISTRY,,URINE,05/01/1956,,,,,0
Phosphate,Phosphate,,ready,,50970,PHOSPHATE,,labevents,590568,CHEMISTRY,,BLOOD,01/01/1977,,,,,0
Platelets,Platelets,Platelet count,ready,,51265,PLATELET COUNT,,labevents,778444,HEMATOLOGY,,BLOOD,777-3,,,,,0
Platelets,Platelets,Platelet count,ready,,828,Platelets,,chartevents,189535,Hematology,,,,carevue,,,,1
Platelets,Platelets,Platelet count,ready,,227457,Platelet Count,None,chartevents,137454,Labs,,,,metavision,,,,1
Platelets,Platelets,Platelet count,verify,,3789,Platelet  (150-440),,chartevents,10467,Heme/Coag,,,,carevue,,,,0
Positive end-expiratory pressure,Positive end-expiratory pressure,PEEP,verify,,505,PEEP,,chartevents,352331,,,,,carevue,,,,0
Positive end-expiratory pressure,Positive end-expiratory pressure,PEEP,ready,,50819,PEEP,,labevents,86921,BLOOD GAS,,BLOOD,20077-4,,,,,0
Positive end-expiratory pressure,Positive end-expiratory pressure (total),PEEP (total),ready,,224700,Total PEEP Level,cmH2O,chartevents,44275,Respiratory,,,,metavision,,,,1
Positive end-expiratory pressure Set,Positive end-expiratory pressure Set,,ready,,506,PEEP Set,,chartevents,427536,,,,,carevue,,,,1
Positive end-expiratory pressure Set,Positive end-expiratory pressure Set,PEEP set,ready,,220339,PEEP set,cmH2O,chartevents,480563,Respiratory,,,,metavision,,Numeric,,1
Potassium,Potassium,K,ready,,829,Potassium (3.5-5.3),,chartevents,326961,Chemistry,,,,carevue,,Numeric,,1
Potassium,Potassium,K,ready,,1535,Potassium,,chartevents,247638,Chemistry,,,,carevue,,Numeric,,1
Potassium,Potassium,K,verify,,3792,Potassium  (3.5-5.3),,chartevents,15817,Chemistry,,,,carevue,,,,0
Potassium,Potassium (whole blood),K (whole blood),ready,,227464,Potassium (whole blood),None,chartevents,49112,Labs,,,,metavision,,Numeric,,1
Potassium,Potassium,K,ready,,50971,POTASSIUM,,labevents,845825,CHEMISTRY,,BLOOD,23/01/2003,,,,,0
Potassium,Potassium (whole blood),K (whole blood),ready,,50822,"POTASSIUM, WHOLE BLOOD",,labevents,192946,BLOOD GAS,,BLOOD,04/01/1998,,,Numeric,,0
Potassium serum,Potassium (serum),K (serum),ready,,227442,Potassium (serum),None,chartevents,165813,Labs,,,,metavision,,,,1
Prothrombin time INR,Prothrombin time,INR,ready,,51237,INR(PT),,labevents,471183,HEMATOLOGY,,BLOOD,07/01/1995,,,,,0
Prothrombin time INR,Prothrombin time,PT / INR,ready,,815,INR (2-4 ref. range),,chartevents,135821,Coags,,,,carevue,,,,1
Prothrombin time INR,Prothrombin time,PT / INR,ready,,1530,INR,,chartevents,106808,Coags,,,,carevue,,,,1
Prothrombin time INR,Prothrombin time,PT / INR,ready,,227467,INR,None,chartevents,93040,Labs,,,,metavision,,,,1
Prothrombin time PT,Prothrombin time,PT / INR,ready,,1286,PT,,chartevents,106567,,,,,carevue,,,,1
Prothrombin time PT,Prothrombin time,PT / INR,ready,,824,PT(11-13.5),,chartevents,135452,Coags,,,,carevue,,,,1
Prothrombin time PT,Prothrombin time,PT / INR,ready,,227465,Prothrombin time,None,chartevents,93030,Labs,,,,metavision,,,,1
Prothrombin time PT,Prothrombin time,PT,ready,,51274,PT,,labevents,469090,HEMATOLOGY,,BLOOD,02/01/2002,,,,,0
Pupillary response left,Pupillary response left,,verify,,8466,Pupil Response [Left],,chartevents,442215,,,,,carevue,,,,0
Pupillary response left,Pupillary response left,,verify,,3593,Pupil Reactivity [Left],,chartevents,135,,,,,carevue,,Numeric,,0
Pupillary response right,Pupillary response right,,verify,,584,Pupil Response [Right],,chartevents,449255,,,,,carevue,,,,0
Pupillary response right,Pupillary response right,,verify,,8530,Pupil Reactivity [Right],,chartevents,126,,,,,carevue,,Numeric,,0
Pupillary size left,Pupillary size left,,verify,,8467,Pupil Size [Left],,chartevents,447035,,,,,carevue,,,,0
Pupillary size right,Pupillary size right,,verify,,585,Pupil Size [Right],,chartevents,455089,,,,,carevue,,,,0
Red blood cell count,Red blood cell count,RBC,ready,,51279,RED BLOOD CELLS,,labevents,748078,HEMATOLOGY,,BLOOD,789-8,,,,,0
Red blood cell count,Red blood cell count,RBC,ready,,833,RBC,,chartevents,176496,Hematology,,,,carevue,,,,1
Red blood cell count urine,Red blood cell count,RBC,ready,,51493,RBC,,labevents,84285,HEMATOLOGY,,URINE,08/01/2001,,,,,0
Red blood cell count,Red blood cell count,RBC,verify,,3799,Red Blood C(3.6-6.2),,chartevents,9647,Heme/Coag,,,,carevue,,,,0
Red blood cell count,Red blood cell count,RBC,verify,,4197,RBC(3.6-6.2),,chartevents,9404,Heme/Coag,,,,carevue,,,,0
Red blood cell count ascites,Red blood cell count (ascites),RBC,ready,,51127,"RBC, ASCITES",,labevents,3280,HEMATOLOGY,,ASCITES,26457-2,,,,,0
Red blood cell count CSF,Red blood cell count (CSF),RBC,ready,,51362,"RBC, CSF",,labevents,4700,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),26454-9,,,,,0
Red blood cell count,Red blood cell count (fragments),RBC,verify,,51278,RED BLOOD CELL FRAGMENTS,,labevents,3876,HEMATOLOGY,,BLOOD,,,,Numeric,,0
Red blood cell count,Red blood cell count (joint fluid),RBC,verify,,51383,"RBC, JOINT FLUID",,labevents,611,HEMATOLOGY,,JOINT FLUID,26458-0,,,,,0
Red blood cell count,Red blood cell count (other fluid),RBC,verify,,51438,"RBC, OTHER FLUID",,labevents,1368,HEMATOLOGY,,OTHER BODY FLUID,26455-6,,,,,0
Red blood cell count pleural,Red blood cell count (pleural),RBC,ready,,51457,"RBC, PLEURAL",,labevents,2446,HEMATOLOGY,,PLEURAL,26456-4,,,,,0
Respiratory rate,Respiratory rate,RR,ready,,618,Respiratory Rate,,chartevents,3395998,,,,,carevue,,Numeric,,1
Respiratory rate,Respiratory rate,RR,ready,,220210,Respiratory Rate,insp/min,chartevents,2737105,Respiratory,,,,metavision,,,,1
Respiratory rate,Respiratory rate,RR,ready,,3603,Resp Rate,,chartevents,1676914,,,,,carevue,,,,0
Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,224689,Respiratory Rate (spontaneous),insp/min,chartevents,452937,Respiratory,,,,metavision,,,,1
Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,614,Resp Rate (Spont),,chartevents,237416,,,,,carevue,,,,1
Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,651,Spon RR (Mech.),,chartevents,31764,,,,,carevue,,,,1
Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,224422,Spont RR,bpm,chartevents,16463,Respiratory,,,,metavision,,,,1
Respiratory rate,Respiratory rate (total),RR (total),ready,,615,Resp Rate (Total),,chartevents,417512,,,,,carevue,,Numeric,,1
Respiratory rate,Respiratory rate (total),RR (total),ready,,224690,Respiratory Rate (Total),insp/min,chartevents,399752,Respiratory,,,,metavision,,,,1
Respiratory rate Set,Respiratory rate Set,,ready,,619,Respiratory Rate Set,,chartevents,252041,,,,,carevue,,,,1
Respiratory rate Set,Respiratory rate Set,Respiratory Rate (Set),ready,,224688,Respiratory Rate (Set),insp/min,chartevents,219399,Respiratory,,,,metavision,,Numeric,,1
Sodium,Sodium,Na,ready,,837,Sodium (135-148),,chartevents,222389,Chemistry,,,,carevue,,Numeric,,1
Sodium,Sodium,Na,ready,,1536,Sodium,,chartevents,172697,Chemistry,,,,carevue,,,,1
Sodium,Sodium,Na,verify,,3803,Sodium  (135-148),,chartevents,15768,Chemistry,,,,carevue,,,,0
Sodium,Sodium (serum),Na (serum),ready,,220645,Sodium (serum),None,chartevents,162677,Labs,,,,metavision,,Numeric,,1
Sodium,Sodium (whole blood),Na (whole blood),ready,,226534,Sodium (whole blood),None,chartevents,16627,Labs,,,,metavision,,,,1
Sodium,Sodium,Na,ready,,50983,SODIUM,,labevents,808489,CHEMISTRY,,BLOOD,02/01/1951,,,Numeric,,0
Sodium,Sodium (whole blood),Na (whole blood),ready,,50824,"SODIUM, WHOLE BLOOD",,labevents,71503,BLOOD GAS,,BLOOD,2947-0,,,,,0
Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,51,Arterial BP [Systolic],,chartevents,2099353,,,,,carevue,,,,1
Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,220050,Arterial Blood Pressure systolic,mmHg,chartevents,1149788,Routine Vital Signs,,,,metavision,,,,1
Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,225309,ART BP Systolic,mmHg,chartevents,86557,Routine Vital Signs,,,,metavision,,Numeric,,1
Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,6701,Arterial BP #2 [Systolic],,chartevents,19232,,,,,carevue,,Numeric,,1
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,455,NBP [Systolic],,chartevents,1586769,,,,,carevue,,,,1
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,220179,Non Invasive Blood Pressure systolic,mmHg,chartevents,1290488,Routine Vital Signs,,,,metavision,,,,1
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3313,BP Cuff [Systolic],,chartevents,148105,,,,,carevue,,Numeric,,0
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3315,BP Left Arm [Systolic],,chartevents,3762,,,,,carevue,,,,0
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,442,Manual BP [Systolic],,chartevents,2565,,,,,carevue,,,,1
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3317,BP Left Leg [Systolic],,chartevents,2052,,,,,carevue,,,,0
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3323,BP Right Leg [Systolic],,chartevents,2039,,,,,carevue,,,,0
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3321,BP Right Arm [Systolic],,chartevents,2032,,,,,carevue,,,,0
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,224167,Manual Blood Pressure Systolic Left,mmHg,chartevents,740,Routine Vital Signs,,,,metavision,,,,1
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,227243,Manual Blood Pressure Systolic Right,mmHg,chartevents,541,Routine Vital Signs,,,,metavision,,Numeric,,1
Temperature,"Temperature (C, skin)",,ready,requires unit conversion or checking,3655,Temp Skin [C],,chartevents,533002,,,,,carevue,,Numeric,,0
Temperature,Temperature (C),,ready,requires unit conversion or checking,677,Temperature C (calc),,chartevents,774312,,,,,carevue,,,,1
Temperature,Temperature (C),,ready,requires unit conversion or checking,676,Temperature C,,chartevents,379232,,,,,carevue,,,,1
Temperature,Temperature (C),,ready,requires unit conversion or checking,223762,Temperature Celsius,?C,chartevents,74144,Routine Vital Signs,,,,metavision,,,,1
Temperature,"Temperature (F, rectal)",,ready,requires unit conversion or checking,3654,Temp Rectal [F],,chartevents,13061,,,,,carevue,,Numeric,,0
Temperature,Temperature (F),,ready,requires unit conversion or checking,678,Temperature F,,chartevents,775928,,,,,carevue,,,,1
Temperature,Temperature (F),,ready,requires unit conversion or checking,223761,Temperature Fahrenheit,?F,chartevents,522143,Routine Vital Signs,,,,metavision,,,,1
Temperature,Temperature (F),,ready,requires unit conversion or checking,679,Temperature F (calc),,chartevents,376716,,,,,carevue,,Numeric,,1
Troponin-I,Troponin-I,TropI,ready,,51002,TROPONIN I,,labevents,11468,CHEMISTRY,,BLOOD,10839-9,,,,,0
Troponin-I,Troponin-I,TropI,ready,,851,Troponin,,chartevents,5149,Enzymes,,,,carevue,,,,1
Troponin-T,Troponin-T,TropT,ready,,51003,TROPONIN T,,labevents,87244,CHEMISTRY,,BLOOD,07/01/1998,,,Numeric,,0
Troponin-T,Troponin-T,TropT,ready,,227429,Troponin-T,None,chartevents,23324,Labs,,,,metavision,,Numeric,,1
Urine Appearance,Urine Appearance,,maybe,,8480,Urine [Appearance],,chartevents,720710,,,,,carevue,,,,0
Urine Color,Urine Color,,maybe,,706,Urine [Color],,chartevents,729261,,,,,carevue,,,,0
Urine output,Urine output (foley),,ready,,40055,Urine Out Foley,,outputevents,1917527,,,,,carevue,,,,0
Urine output,Urine output,,ready,,40056,Urine Out Lt Nephrostomy,,outputevents,,,,,,carevue,,Numeric,,0
Urine output,Urine output,,ready,,40057,Urine Out Rt Nephrostomy,,outputevents,,,,,,carevue,,,,0
Urine output,Urine output,,ready,,40061,OR Out OR Urine,,outputevents,7267,,,,,carevue,,,,0
Urine output,Urine output,,ready,,40065,OR Out PACU Urine,,outputevents,7673,,,,,carevue,,,,0
Urine output,Urine output,,ready,,40069,Urine Out Void,,outputevents,69467,,,,,carevue,,,,0
Urine output,Urine output,,ready,,40085,Urine Out Incontinent,,outputevents,,,,,,carevue,,,,0
Urine output,Urine output,,ready,,40086,Urine Out Incontinen,,outputevents,,,,,,carevue,,Numeric,,0
Urine output,Urine output,,ready,,40094,Urine Out Condom Cath,,outputevents,10006,,,,,carevue,,,,0
Urine output,Urine output,,ready,,40096,Urine Out Ureteral Stent #1,,outputevents,,,,,,carevue,,,,0
Weight,Weight (daily),,ready,requires unit conversion or checking,763,Daily Weight,,chartevents,47979,,,,,carevue,,,,1
Weight,Weight (daily),,ready,requires unit conversion or checking,224639,Daily Weight,kg,chartevents,46452,General,,,,metavision,,,,1
Weight,"Weight (kg, admission)",Admission Weight (Kg),ready,requires unit conversion or checking,226512,Admission Weight (Kg),kg,chartevents,22604,General,,,,metavision,,,,1
Weight,"Weight (kg, present)",,ready,requires unit conversion or checking,3580,Present Weight  (kg),,chartevents,433011,,,,,carevue,,Numeric,,0
Weight,Weight (kg),,ready,requires unit conversion or checking,3693,Weight Kg,,chartevents,994,,,,,carevue,,Numeric,,0
Weight,"Weight (lb, present)",,ready,requires unit conversion or checking,3581,Present Weight  (lb),,chartevents,433005,,,,,carevue,,,,0
Weight,"Weight (lbs, admission)",Admission Weight (lbs.),ready,requires unit conversion or checking,226531,Admission Weight (lbs.),None,chartevents,46255,General,,,,metavision,,,,1
Weight,"Weight (oz, present)",,ready,requires unit conversion or checking,3582,Present Weight  (oz),,chartevents,433004,,,,,carevue,,,,0
Weight,Weight,,ignore,,581,Previous WeightF,,chartevents,1646896,,,,,carevue,,,,0
Weight,Weight,,ignore,,3723,Birth Weight    (kg),,chartevents,435395,,,,,carevue,,,,0
